MJD,shift
60507.702053634464,-165702996.580301225185394287109375
60507.702146343785,-165702996.62282526493072509765625
60507.70223904659,-165702996.6411702632904052734375
60507.702331717526,-165702996.65182292461395263671875
60507.70242447962,-165702996.727170288562774658203125
60507.70259809073,
60507.70260986758,-165702996.672544538974761962890625
60507.702702478666,-165702996.6829128265380859375
60507.70279514042,-165702996.729607045650482177734375
60507.7028878533,-165702996.678552806377410888671875
60507.70298050707,-165702996.662771046161651611328125
60507.70307323894,-165702996.56662929058074951171875
60507.703165899045,-165702996.652535140514373779296875
60507.70325867307,-165702996.74975383281707763671875
60507.70335130817,-165702996.699855387210845947265625
60507.703443982515,-165702996.58319056034088134765625
60507.70353666742,-165702996.54276931285858154296875
60507.703629406155,-165702996.60243284702301025390625
60507.70372211282,-165702996.71296060085296630859375
60507.703814737746,-165702996.777338504791259765625
60507.703907482864,-165702996.749049246311187744140625
60507.70400012927,-165702996.681746184825897216796875
60507.70409277059,-165702996.678806722164154052734375
60507.70418552142,-165702996.671926975250244140625
60507.70427823622,-165702996.65063762664794921875
60507.70437091765,-165702996.596982479095458984375
60507.70446354396,-165702996.607327878475189208984375
60507.704556233315,-165702996.661046445369720458984375
60507.70464899476,-165702996.645690500736236572265625
60507.70474160197,-165702996.691793143749237060546875
60507.70483430167,-165702996.66120779514312744140625
60507.7049270143,-165702996.694568634033203125
60507.705019694935,-165702996.735699355602264404296875
60507.70511235915,-165702996.636199533939361572265625
60507.70520508752,-165702996.712605893611907958984375
60507.70529780567,-165702996.7361948490142822265625
60507.70539049613,-165702996.67254221439361572265625
60507.70548316889,-165702996.5575435161590576171875
60507.70557580379,-165702996.585925042629241943359375
60507.70566853863,-165702996.61551797389984130859375
60507.705761180965,-165702996.6336209774017333984375
60507.70585394957,-165702996.576833307743072509765625
60507.705946601585,-165702996.60777127742767333984375
60507.70603923188,-165702996.652970790863037109375
60507.70613201004,-165702996.6631653308868408203125
60507.70622467511,-165702996.67066442966461181640625
60507.706317296,-165702996.605803310871124267578125
60507.70641000204,-165702996.598450183868408203125
60507.70650276845,-165702996.643098413944244384765625
60507.70659541441,-165702996.605174958705902099609375
60507.70668808275,-165702996.545277416706085205078125
60507.70678081611,-165702996.59724056720733642578125
60507.70687349976,-165702996.65066814422607421875
60507.70696616508,-165702996.58418142795562744140625
60507.70705886452,-165702996.5343015193939208984375
60507.70715157297,-165702996.592442214488983154296875
60507.707244280326,-165702996.681573927402496337890625
60507.70733694954,-165702996.603393018245697021484375
60507.70742962504,-165702996.60143530368804931640625
60507.707522338584,-165702996.62869739532470703125
60507.70761500661,-165702996.619233787059783935546875
60507.70770767399,-165702996.674780070781707763671875
60507.70780036805,-165702996.568899214267730712890625
60507.707893099454,-165702996.489477336406707763671875
60507.70798578907,-165702996.50255167484283447265625
60507.70807840641,-165702996.61778414249420166015625
60507.708171178456,-165702996.581759631633758544921875
60507.708263836095,-165702996.591184079647064208984375
60507.70835659559,-165702996.622283875942230224609375
60507.7084492076,-165702996.4850480556488037109375
60507.708541878426,-165702996.48686325550079345703125
60507.70863455107,-165702996.616356670856475830078125
60507.708727316145,-165702996.66903018951416015625
60507.708820026455,-165702996.707897245883941650390625
60507.708912597474,-165702996.73408377170562744140625
60507.70900532708,-165702996.660818636417388916015625
60507.70909805111,-165702996.5815799236297607421875
60507.70919071012,-165702996.614776432514190673828125
60507.709283380966,-165702996.6683747768402099609375
60507.709376074075,-165702996.73938190937042236328125
60507.70946878999,-165702996.672608673572540283203125
60507.70956145922,-165702996.621890723705291748046875
60507.70965414902,-165702996.57096016407012939453125
60507.70974687234,-165702996.578049123287200927734375
60507.70983954114,-165702996.5942404270172119140625
60507.710013152246,
60507.71002495112,-165702996.49132716655731201171875
60507.7101176705,-165702996.498820722103118896484375
60507.71021024299,-165702996.58545434474945068359375
60507.71030290802,-165702996.622334182262420654296875
60507.71039568038,-165702996.54632985591888427734375
60507.71048838485,-165702996.59681928157806396484375
60507.710581002655,-165702996.647646963596343994140625
60507.710673753994,-165702996.561300575733184814453125
60507.71076644887,-165702996.523717939853668212890625
60507.71085916732,-165702996.54314863681793212890625
60507.71095180369,-165702996.5139942169189453125
60507.71104448433,-165702996.5371253490447998046875
60507.71113725056,-165702996.540558040142059326171875
60507.71122989637,-165702996.53057730197906494140625
60507.711322554525,-165702996.540817320346832275390625
60507.71141523205,-165702996.6109683513641357421875
60507.71150795954,-165702996.6093657016754150390625
60507.71168157065,
60507.71169331872,-165702996.551217019557952880859375
60507.71178604506,-165702996.585515797138214111328125
60507.7118787078,-165702996.563879549503326416015625
60507.71197135149,-165702996.458041965961456298828125
60507.71206408811,-165702996.5049231052398681640625
60507.71215671131,-165702996.520656883716583251953125
60507.71224945705,-165702996.486351490020751953125
60507.71234216087,-165702996.46670043468475341796875
60507.712434863046,-165702996.537469387054443359375
60507.71252755634,-165702996.4674832820892333984375
60507.71262021488,-165702996.51070582866668701171875
60507.71271293246,-165702996.42495882511138916015625
60507.71280558757,-165702996.377150714397430419921875
60507.71289831897,-165702996.473924160003662109375
60507.71299096012,-165702996.567184984683990478515625
60507.713083669856,-165702996.549778401851654052734375
60507.71317632352,-165702996.500124871730804443359375
60507.71326905249,-165702996.479351103305816650390625
60507.71336169657,-165702996.471336424350738525390625
60507.71345441961,-165702996.38023340702056884765625
60507.71354709138,-165702996.466664969921112060546875
60507.71363981197,-165702996.5117886066436767578125
60507.713732513956,-165702996.53234350681304931640625
60507.71382517464,-165702996.541309356689453125
60507.713998785744,
60507.71417239685,
60507.71434600796,
60507.71451961907,
60507.71469323018,
60507.714866841285,
60507.71504045239,
60507.7152140635,
60507.71538767461,
60507.71556128572,
60507.715734896825,
60507.71590850793,
60507.71608211904,
60507.71625573015,
60507.71642934126,
60507.716602952365,
60507.71677656347,
60507.71695017458,
60507.71712378569,
60507.7172973968,
60507.717471007905,
60507.71764461901,
60507.71781823012,
60507.71799184123,
60507.71816545234,
60507.718339063445,
60507.71851267455,
60507.71868628566,
60507.71885989677,
60507.71903350788,
60507.719207118986,
60507.719380730094,
60507.7195543412,
60507.71972795231,
60507.71990156342,
60507.720075174526,
60507.720248785634,
60507.72042239674,
60507.72059600785,
60507.72076961896,
60507.720943230066,
60507.721116841174,
60507.72129045228,
60507.72129769328,-165702996.46630084514617919921875
60507.72139049584,-165702996.436935901641845703125
60507.72148309669,-165702996.47729694843292236328125
60507.721575735064,-165702996.472357094287872314453125
60507.72166847131,-165702996.43832385540008544921875
60507.72176114814,-165702996.4970052242279052734375
60507.72185389661,-165702996.53142178058624267578125
60507.7219465786,-165702996.4611933231353759765625
60507.722039204455,-165702996.456840932369232177734375
60507.72213196499,-165702996.472551405429840087890625
60507.72222463293,-165702996.46212685108184814453125
60507.72231731364,-165702996.43317687511444091796875
60507.72241000652,-165702996.399068772792816162109375
60507.7225027684,-165702996.468256890773773193359375
60507.722595373874,-165702996.499851226806640625
60507.72268809446,-165702996.492332875728607177734375
60507.72278080437,-165702996.520876109600067138671875
60507.72287342229,-165702996.548661530017852783203125
60507.72296618668,-165702996.512548387050628662109375
60507.72305887586,-165702996.51452600955963134765625
60507.723151557744,-165702996.434740483760833740234375
60507.723244196,-165702996.47523784637451171875
60507.7233368896,-165702996.416221559047698974609375
60507.72342958588,-165702996.420233905315399169921875
60507.72352230546,-165702996.380792558193206787109375
60507.723615010815,-165702996.370712697505950927734375
60507.723707653575,-165702996.4333789348602294921875
60507.723800343374,-165702996.452401816844940185546875
60507.72389308587,-165702996.4471108913421630859375
60507.723985784505,-165702996.4398581981658935546875
60507.72407839196,-165702996.4193274974822998046875
60507.72417111917,-165702996.488343775272369384765625
60507.724263816875,-165702996.513606250286102294921875
60507.72435656529,-165702996.474891126155853271484375
60507.724449172296,-165702996.457917749881744384765625
60507.72454187165,-165702996.44937074184417724609375
60507.72463454986,-165702996.48632204532623291015625
60507.72472724926,-165702996.488577365875244140625
60507.724819925585,-165702996.373969554901123046875
60507.72491258087,-165702996.422120511531829833984375
60507.725005295666,-165702996.478637039661407470703125
60507.72509793813,-165702996.51918792724609375
60507.72519068341,-165702996.449766576290130615234375
60507.725283339205,-165702996.4340403079986572265625
60507.72537609468,-165702996.3939883708953857421875
60507.725468794946,-165702996.343175470829010009765625
60507.72556140164,-165702996.36147367954254150390625
60507.72565415503,-165702996.4090349674224853515625
60507.72574675409,-165702996.388908922672271728515625
60507.72583955104,-165702996.3177814483642578125
60507.725932189795,-165702996.321199595928192138671875
60507.726024885626,-165702996.482578098773956298828125
60507.72611755602,-165702996.509643852710723876953125
60507.72621027637,-165702996.497143447399139404296875
60507.72630293427,-165702996.435963213443756103515625
60507.72639565922,-165702996.388432562351226806640625
60507.7264883467,-165702996.409139454364776611328125
60507.72658109599,-165702996.492464005947113037109375
60507.72667367873,-165702996.475346744060516357421875
60507.72676643476,-165702996.504105150699615478515625
60507.72694004587,
60507.72695182019,-165702996.53130233287811279296875
60507.72704448865,-165702996.489811122417449951171875
60507.72713715144,-165702996.356694281101226806640625
60507.72722986632,-165702996.2931697368621826171875
60507.72732259125,-165702996.38377821445465087890625
60507.72741526488,-165702996.46814060211181640625
60507.72750794701,-165702996.535116970539093017578125
60507.72760063718,-165702996.504069268703460693359375
60507.727693287554,-165702996.435891628265380859375
60507.72778600543,-165702996.45670258998870849609375
60507.72787875082,-165702996.422495901584625244140625
60507.72797142217,-165702996.43823087215423583984375
60507.72806405419,-165702996.41347849369049072265625
60507.72815674583,-165702996.43889915943145751953125
60507.728249451226,-165702996.381996333599090576171875
60507.72834215305,-165702996.360549628734588623046875
60507.728434793695,-165702996.402779757976531982421875
60507.72852747908,-165702996.376645624637603759765625
60507.72862019428,-165702996.41355407238006591796875
60507.72871285592,-165702996.434757888317108154296875
60507.72880558029,-165702996.402002871036529541015625
60507.728898258625,-165702996.4103481769561767578125
60507.72899096622,-165702996.37258136272430419921875
60507.72908363612,-165702996.31891632080078125
60507.72917634769,-165702996.383152067661285400390625
60507.72926906688,-165702996.4361422061920166015625
60507.72936171624,-165702996.43989467620849609375
60507.72945441704,-165702996.402588188648223876953125
60507.72954711768,-165702996.31831967830657958984375
60507.72963974926,-165702996.28334534168243408203125
60507.72973244981,-165702996.350872814655303955078125
60507.72982517046,-165702996.44872796535491943359375
60507.72991785819,-165702996.43984496593475341796875
60507.73001050855,-165702996.39773499965667724609375
60507.730103205635,-165702996.353256702423095703125
60507.7301959678,-165702996.3384058475494384765625
60507.73028861528,-165702996.367893040180206298828125
60507.730381298665,-165702996.44665038585662841796875
60507.73047399068,-165702996.459452807903289794921875
60507.730566746846,-165702996.390027701854705810546875
60507.7306593665,-165702996.402101039886474609375
60507.730752048126,-165702996.4194695949554443359375
60507.73084469829,-165702996.3915326595306396484375
60507.73093747698,-165702996.37271010875701904296875
60507.731030096926,-165702996.390441358089447021484375
60507.73112283507,-165702996.428063094615936279296875
60507.73121551699,-165702996.399374306201934814453125
60507.7313081815,-165702996.450946629047393798828125
60507.73140089229,-165702996.36562192440032958984375
60507.73149356006,-165702996.408888399600982666015625
60507.731586274094,-165702996.424675166606903076171875
60507.731678913624,-165702996.37747097015380859375
60507.731771620354,-165702996.300849020481109619140625
60507.73186432136,-165702996.303854525089263916015625
60507.73195701615,-165702996.314279735088348388671875
60507.73204970834,-165702996.362041890621185302734375
60507.73222331945,
60507.732258281016,-165702996.408094346523284912109375
60507.732350921826,-165702996.393002450466156005859375
60507.732443578105,-165702996.3682644367218017578125
60507.73253636382,-165702996.279318511486053466796875
60507.732629041246,-165702996.248150885105133056640625
60507.73272171096,-165702996.2461574077606201171875
60507.732814415926,-165702996.291710436344146728515625
60507.73290705178,-165702996.3210375308990478515625
60507.73299973596,-165702996.300359249114990234375
60507.73309246183,-165702996.324978649616241455078125
60507.73318515339,-165702996.30514514446258544921875
60507.73327781691,-165702996.288503110408782958984375
60507.73337052601,-165702996.305888831615447998046875
60507.733463231256,-165702996.3023624420166015625
60507.73355586161,-165702996.362470686435699462890625
60507.73364861336,-165702996.3371551036834716796875
60507.733741309086,-165702996.252823889255523681640625
60507.73383398931,-165702996.20799005031585693359375
60507.733926627254,-165702996.190980851650238037109375
60507.73401935572,-165702996.238629043102264404296875
60507.73411211727,-165702996.26828396320343017578125
60507.73420478295,-165702996.262256622314453125
60507.7342974089,-165702996.28670406341552734375
60507.734390094934,-165702996.330381095409393310546875
60507.734482808286,-165702996.315547406673431396484375
60507.7345754613,-165702996.329161345958709716796875
60507.73466819478,-165702996.26765286922454833984375
60507.73476084688,-165702996.2756526470184326171875
60507.73485357398,-165702996.28697288036346435546875
60507.73494633496,-165702996.3026983737945556640625
60507.73503893584,-165702996.327904641628265380859375
60507.73513162646,-165702996.2542092800140380859375
60507.73522430148,-165702996.276588976383209228515625
60507.73531699112,-165702996.337878525257110595703125
60507.7354096969,-165702996.298651874065399169921875
60507.73550241714,-165702996.276052772998809814453125
60507.73559505819,-165702996.22997224330902099609375
60507.735687722,-165702996.221836268901824951171875
60507.7357804102,-165702996.284619748592376708984375
60507.73587315307,-165702996.292002856731414794921875
60507.735965830114,-165702996.321354806423187255859375
60507.736058491486,-165702996.252312123775482177734375
60507.73615123928,-165702996.24448049068450927734375
60507.736243882675,-165702996.37028181552886962890625
60507.73633657735,-165702996.32245719432830810546875
60507.7364292884,-165702996.221423625946044921875
60507.736521983024,-165702996.228349983692169189453125
60507.736614674555,-165702996.27536618709564208984375
60507.73670735305,-165702996.3007490634918212890625
60507.736799978855,-165702996.222000300884246826171875
60507.73689271918,-165702996.225339353084564208984375
60507.73698539825,-165702996.225396096706390380859375
60507.73707812647,-165702996.204843223094940185546875
60507.73717077203,-165702996.24294745922088623046875
60507.737263533294,-165702996.325435578823089599609375
60507.73735613952,-165702996.3455626964569091796875
60507.73744883803,-165702996.25477230548858642578125
60507.73754151325,-165702996.2440459728240966796875
60507.73763422077,-165702996.249103605747222900390625
60507.73772696954,-165702996.297964751720428466796875
60507.73781954157,-165702996.253752768039703369140625
60507.73791228803,-165702996.298647403717041015625
60507.73800505121,-165702996.306391656398773193359375
60507.73809768203,-165702996.214460194110870361328125
60507.73819038776,-165702996.17285501956939697265625
60507.73828301587,-165702996.236970424652099609375
60507.73837568702,-165702996.2059218883514404296875
60507.73846842833,-165702996.270260632038116455078125
60507.73856109177,-165702996.30964267253875732421875
60507.73865381788,-165702996.28835904598236083984375
60507.738746466894,-165702996.267039477825164794921875
60507.7388392324,-165702996.2634208202362060546875
60507.738931846965,-165702996.16457664966583251953125
60507.73902453904,-165702996.13416004180908203125
60507.73911730431,-165702996.209512531757354736328125
60507.73920990831,-165702996.3232867717742919921875
60507.73930262452,-165702996.326035320758819580078125
60507.73939534415,-165702996.32595527172088623046875
60507.73948799787,-165702996.261823952198028564453125
60507.739580658534,-165702996.212637722492218017578125
60507.739673378055,-165702996.25343716144561767578125
60507.7397660784,-165702996.291777551174163818359375
60507.73985881911,-165702996.19368541240692138671875
60507.73995144053,-165702996.256898343563079833984375
60507.740044140366,-165702996.297863006591796875
60507.74013679762,-165702996.313710391521453857421875
60507.74022954206,-165702996.31256866455078125
60507.74032220048,-165702996.19647610187530517578125
60507.74041489525,-165702996.18694555759429931640625
60507.74050766841,-165702996.270657122135162353515625
60507.74060032791,-165702996.286131799221038818359375
60507.740692945285,-165702996.283627808094024658203125
60507.74078563224,-165702996.274797916412353515625
60507.740878356955,-165702996.264619529247283935546875
60507.74097099299,-165702996.218686163425445556640625
60507.74106373738,-165702996.253123581409454345703125
60507.74115642596,-165702996.265476226806640625
60507.74124908226,-165702996.324925005435943603515625
60507.74134181578,-165702996.342702209949493408203125
60507.74143449824,-165702996.226011455059051513671875
60507.74152721111,-165702996.13212430477142333984375
60507.74161992363,-165702996.264572203159332275390625
60507.74171259477,-165702996.302796065807342529296875
60507.74180526621,-165702996.32103312015533447265625
60507.74189796944,-165702996.302179872989654541015625
60507.741990660965,-165702996.32126903533935546875
60507.74208328825,-165702996.27515518665313720703125
60507.7421760419,-165702996.255527019500732421875
60507.742268688526,-165702996.226827323436737060546875
60507.74236140724,-165702996.201336383819580078125
60507.74245405984,-165702996.20913946628570556640625
60507.74254679635,-165702996.2718799114227294921875
60507.74263936606,-165702996.27647745609283447265625
60507.74273212723,-165702996.249699175357818603515625
60507.74282482727,-165702996.1999824047088623046875
60507.74291748315,-165702996.202580988407135009765625
60507.743010223174,-165702996.189486026763916015625
60507.74310285521,-165702996.183890044689178466796875
60507.743195612595,-165702996.219535291194915771484375
60507.74328822376,-165702996.2221090793609619140625
60507.74338100198,-165702996.13988697528839111328125
60507.743473635346,-165702996.172727882862091064453125
60507.743566337056,-165702996.270436108112335205078125
60507.743659050626,-165702996.175269782543182373046875
60507.743751720285,-165702996.1934950351715087890625
60507.74384441832,-165702996.241690695285797119140625
60507.74401802943,
60507.74419164054,
60507.744365251645,
60507.74453886275,
60507.74471247386,
60507.74488608497,
60507.74505969608,
60507.745233307185,
60507.74540691829,
60507.7455805294,
60507.74575414051,
60507.74579086962,-165702996.007034957408905029296875
60507.74588358437,-165702996.1286418437957763671875
60507.74597621014,-165702996.21650373935699462890625
60507.746068931076,-165702996.166956841945648193359375
60507.74616170604,-165702996.124265193939208984375
60507.746254300546,-165702996.126304209232330322265625
