Al/Sr = 1.2075070393433378482
offset = ( 2024ratio - 2020ratio ) / 2020ratio
mjd	offset from 2020 ratio
60426.735256	nan
60426.735268	nan
60426.73528	nan
60426.735292	nan
60426.735304	nan
60426.735317	nan
60426.735329	nan
60426.735341	nan
60426.735353	nan
60426.735365	nan
60426.735378	nan
60426.73539	nan
60426.735402	nan
60426.735414	nan
60426.735427	nan
60426.735439	nan
60426.735451	nan
60426.735463	nan
60426.735476	nan
60426.735488	nan
60426.7355	nan
60426.735512	nan
60426.735524	nan
60426.735537	nan
60426.735549	nan
60426.735561	nan
60426.735573	nan
60426.735586	nan
60426.735598	nan
60426.73561	nan
60426.735622	nan
60426.735635	nan
60426.735647	nan
60426.735659	nan
60426.735671	nan
60426.735683	nan
60426.735696	nan
60426.735708	nan
60426.73572	nan
60426.735732	nan
60426.735745	nan
60426.735757	nan
60426.735769	nan
60426.735781	nan
60426.735794	nan
60426.735806	nan
60426.735818	nan
60426.73583	nan
60426.735842	nan
60426.735855	nan
60426.735867	nan
60426.735879	nan
60426.735891	nan
60426.735904	nan
60426.735916	nan
60426.735928	nan
60426.73594	nan
60426.735952	nan
60426.735965	nan
60426.735977	nan
60426.735989	nan
60426.736001	nan
60426.736014	nan
60426.736026	nan
60426.736038	nan
60426.73605	nan
60426.736062	nan
60426.736075	nan
60426.736087	nan
60426.736099	nan
60426.736112	nan
60426.736124	nan
60426.736136	nan
60426.736148	nan
60426.736161	nan
60426.736173	nan
60426.736185	nan
60426.736197	nan
60426.736209	nan
60426.736222	nan
60426.736234	nan
60426.736246	nan
60426.736258	nan
60426.73627	nan
60426.736283	nan
60426.736295	nan
60426.736307	nan
60426.736319	nan
60426.736331	nan
60426.736344	nan
60426.736356	nan
60426.736368	nan
60426.73638	nan
60426.736393	nan
60426.736405	nan
60426.736417	nan
60426.736429	nan
60426.736442	nan
60426.736454	nan
60426.736466	nan
60426.736478	nan
60426.736491	nan
60426.736503	nan
60426.736515	nan
60426.736527	nan
60426.736539	nan
60426.736552	nan
60426.736564	nan
60426.736576	nan
60426.736588	nan
60426.736601	nan
60426.736613	nan
60426.736625	nan
60426.736637	nan
60426.736649	nan
60426.736662	nan
60426.736674	nan
60426.736686	nan
60426.736698	nan
60426.736711	nan
60426.736723	nan
60426.736736	nan
60426.736748	nan
60426.736761	nan
60426.736774	nan
60426.736798	nan
60426.736811	nan
60426.736823	nan
60426.736835	nan
60426.736847	nan
60426.736859	nan
60426.736872	nan
60426.736884	nan
60426.736896	nan
60426.736908	nan
60426.736921	nan
60426.736933	nan
60426.736945	nan
60426.736957	nan
60426.736969	nan
60426.736982	nan
60426.736994	nan
60426.737006	nan
60426.737018	nan
60426.73703	nan
60426.737043	nan
60426.737055	nan
60426.737067	nan
60426.737079	nan
60426.737091	nan
60426.737104	nan
60426.737116	nan
60426.737128	nan
60426.73714	nan
60426.737153	nan
60426.737165	nan
60426.737177	nan
60426.737189	nan
60426.737202	nan
60426.737214	nan
60426.737226	nan
60426.737238	nan
60426.73725	nan
60426.737263	nan
60426.737275	nan
60426.737287	nan
60426.737299	nan
60426.737311	nan
60426.737324	nan
60426.737336	nan
60426.737348	nan
60426.73736	nan
60426.737372	nan
60426.737385	nan
60426.737397	nan
60426.737409	nan
60426.737421	nan
60426.737433	nan
60426.737446	nan
60426.737458	nan
60426.73747	nan
60426.737482	nan
60426.737494	nan
60426.737507	nan
60426.737519	nan
60426.737531	nan
60426.737543	nan
60426.737555	nan
60426.737568	nan
60426.73758	nan
60426.737592	nan
60426.737604	nan
60426.737616	nan
60426.737629	nan
60426.737641	nan
60426.737653	nan
60426.737665	nan
60426.737677	nan
60426.73769	nan
60426.737702	nan
60426.737714	nan
60426.737726	nan
60426.737739	nan
60426.737751	nan
60426.737763	nan
60426.737775	nan
60426.737787	nan
60426.7378	nan
60426.737812	nan
60426.737824	nan
60426.737836	nan
60426.737848	nan
60426.737861	nan
60426.737873	nan
60426.737885	nan
60426.737897	nan
60426.737909	nan
60426.737922	nan
60426.737934	nan
60426.737946	nan
60426.737958	nan
60426.73797	nan
60426.737983	nan
60426.737995	nan
60426.738007	nan
60426.738019	nan
60426.738031	nan
60426.738044	nan
60426.738056	nan
60426.738068	nan
60426.73808	nan
60426.738092	nan
60426.738105	nan
60426.738117	nan
60426.738129	nan
60426.738141	nan
60426.738153	nan
60426.738166	nan
60426.738178	nan
60426.73819	nan
60426.738202	nan
60426.738215	nan
60426.738227	nan
60426.738239	nan
60426.738251	nan
60426.738263	nan
60426.738276	nan
60426.738288	nan
60426.7383	nan
60426.738312	nan
60426.738324	nan
60426.738337	nan
60426.738349	nan
60426.738361	nan
60426.738373	nan
60426.738385	nan
60426.738398	nan
60426.73841	nan
60426.738422	nan
60426.738434	nan
60426.738446	nan
60426.738459	nan
60426.738471	nan
60426.738483	nan
60426.738495	nan
60426.738508	nan
60426.73852	nan
60426.738532	nan
60426.738545	nan
60426.738557	nan
60426.738569	nan
60426.738581	nan
60426.738593	nan
60426.738606	nan
60426.738618	nan
60426.73863	nan
60426.738642	nan
60426.738655	nan
60426.738667	nan
60426.738679	nan
60426.738691	nan
60426.738703	nan
60426.738715	nan
60426.738728	nan
60426.73874	nan
60426.738752	nan
60426.738764	nan
60426.738777	nan
60426.738789	nan
60426.738801	nan
60426.738813	nan
60426.738825	nan
60426.738838	nan
60426.73885	nan
60426.738862	nan
60426.738874	nan
60426.738886	nan
60426.738899	nan
60426.738911	nan
60426.738923	nan
60426.738935	nan
60426.738947	nan
60426.73896	nan
60426.738972	nan
60426.738984	nan
60426.738997	nan
60426.739009	nan
60426.739021	nan
60426.739033	nan
60426.739046	nan
60426.739058	nan
60426.73907	nan
60426.739082	nan
60426.739094	nan
60426.739107	nan
60426.739119	nan
60426.739132	nan
60426.739144	nan
60426.739156	nan
60426.739168	nan
60426.73918	nan
60426.739193	nan
60426.739205	nan
60426.739217	nan
60426.739229	nan
60426.739241	nan
60426.739254	nan
60426.739266	nan
60426.739278	nan
60426.73929	nan
60426.739302	nan
60426.739315	nan
60426.739327	nan
60426.739339	nan
60426.739351	nan
60426.739365	nan
60426.739377	nan
60426.739389	nan
60426.739401	nan
60426.739413	nan
60426.739426	nan
60426.739438	nan
60426.73945	nan
60426.739462	nan
60426.739474	nan
60426.739487	nan
60426.739499	nan
60426.739511	nan
60426.739523	nan
60426.739536	nan
60426.739548	nan
60426.73956	nan
60426.739572	nan
60426.739584	nan
60426.739597	nan
60426.739609	nan
60426.739621	nan
60426.739633	nan
60426.739645	nan
60426.739658	nan
60426.73967	nan
60426.739682	nan
60426.739694	nan
60426.739706	nan
60426.739719	nan
60426.739731	nan
60426.739743	nan
60426.739755	nan
60426.739768	nan
60426.73978	nan
60426.739792	nan
60426.739804	nan
60426.739816	nan
60426.739829	nan
60426.739841	nan
60426.739853	nan
60426.739865	nan
60426.739877	nan
60426.73989	nan
60426.739902	nan
60426.739914	nan
60426.739926	nan
60426.739939	nan
60426.739951	nan
60426.739963	nan
60426.739975	nan
60426.739987	nan
60426.74	nan
60426.740012	nan
60426.740024	nan
60426.740036	nan
60426.740048	nan
60426.740061	nan
60426.740073	nan
60426.740085	nan
60426.740097	nan
60426.740109	nan
60426.740122	nan
60426.740134	nan
60426.740146	nan
60426.740158	nan
60426.74017	nan
60426.740183	nan
60426.740195	nan
60426.740207	nan
60426.740219	nan
60426.740231	nan
60426.740244	nan
60426.740256	nan
60426.740268	nan
60426.74028	nan
60426.740292	nan
60426.740305	nan
60426.740317	nan
60426.740329	nan
60426.740341	nan
60426.740354	nan
60426.740366	nan
60426.740382	nan
60426.740394	nan
60426.740406	nan
60426.740418	nan
60426.74043	nan
60426.740443	nan
60426.740455	nan
60426.740467	nan
60426.740479	nan
60426.740491	nan
60426.740504	nan
60426.740516	nan
60426.740528	nan
60426.74054	nan
60426.740552	nan
60426.740565	nan
60426.740577	nan
60426.740589	nan
60426.740601	nan
60426.740613	nan
60426.740626	nan
60426.740638	nan
60426.74065	nan
60426.740662	nan
60426.740674	nan
60426.740687	nan
60426.740699	nan
60426.740711	nan
60426.740723	nan
60426.740736	nan
60426.740748	nan
60426.74076	nan
60426.740772	nan
60426.740784	nan
60426.740797	nan
60426.740809	nan
60426.740821	nan
60426.740833	nan
60426.740845	nan
60426.740858	nan
60426.74087	nan
60426.740882	nan
60426.740894	nan
60426.740906	nan
60426.740919	nan
60426.740931	nan
60426.740943	nan
60426.740955	nan
60426.740967	nan
60426.74098	nan
60426.740992	nan
60426.741004	nan
60426.741016	nan
60426.741028	nan
60426.741041	nan
60426.741053	nan
60426.741065	nan
60426.741077	nan
60426.74109	nan
60426.741102	nan
60426.741114	nan
60426.741126	nan
60426.741138	nan
60426.741151	nan
60426.741163	nan
60426.741175	nan
60426.741187	nan
60426.741199	nan
60426.741212	nan
60426.741224	nan
60426.741236	nan
60426.741248	nan
60426.74126	nan
60426.741273	nan
60426.741285	nan
60426.741297	nan
60426.741309	nan
60426.741322	nan
60426.741334	nan
60426.741346	nan
60426.741358	nan
60426.74137	nan
60426.741383	nan
60426.741395	nan
60426.741407	nan
60426.741419	nan
60426.741431	nan
60426.741444	nan
60426.741456	nan
60426.741468	nan
60426.74148	nan
60426.741492	nan
60426.741505	nan
60426.741517	nan
60426.741529	nan
60426.741541	nan
60426.741553	nan
60426.741566	nan
60426.741578	nan
60426.74159	nan
60426.741602	nan
60426.741614	nan
60426.741627	nan
60426.741639	nan
60426.741651	nan
60426.741663	nan
60426.741676	nan
60426.741688	nan
60426.7417	nan
60426.741712	nan
60426.741724	nan
60426.741737	nan
60426.741749	nan
60426.741761	nan
60426.741773	nan
60426.741785	nan
60426.741798	nan
60426.74181	nan
60426.741822	nan
60426.741834	nan
60426.741846	nan
60426.741859	nan
60426.741871	nan
60426.741883	nan
60426.741895	nan
60426.741907	nan
60426.74192	nan
60426.741932	nan
60426.741944	nan
60426.741956	nan
60426.741968	nan
60426.741981	nan
60426.741993	nan
60426.742005	nan
60426.742017	nan
60426.74203	nan
60426.742042	nan
60426.742054	nan
60426.742066	nan
60426.742078	nan
60426.742091	nan
60426.742103	nan
60426.742115	nan
60426.742127	nan
60426.742139	nan
60426.742152	nan
60426.742164	nan
60426.742176	nan
60426.742188	nan
60426.7422	nan
60426.742213	nan
60426.742225	nan
60426.742237	nan
60426.742249	nan
60426.742262	nan
60426.742274	nan
60426.742286	nan
60426.742298	nan
60426.74231	nan
60426.742323	nan
60426.742335	nan
60426.742347	nan
60426.742359	nan
60426.742371	nan
60426.742384	nan
60426.742396	nan
60426.742408	nan
60426.74242	nan
60426.742432	nan
60426.742445	nan
60426.742457	nan
60426.742469	nan
60426.742481	nan
60426.742494	nan
60426.742506	nan
60426.742518	nan
60426.74253	nan
60426.742542	nan
60426.742555	nan
60426.742567	nan
60426.742579	nan
60426.742591	nan
60426.742603	nan
60426.742616	nan
60426.742628	nan
60426.74264	nan
60426.742652	nan
60426.742664	nan
60426.742677	nan
60426.742689	nan
60426.742701	nan
60426.742713	nan
60426.742725	nan
60426.742738	nan
60426.74275	nan
60426.742762	nan
60426.742774	nan
60426.742786	nan
60426.742799	nan
60426.742811	nan
60426.742823	nan
60426.742835	nan
60426.742847	nan
60426.74286	nan
60426.742872	nan
60426.742884	nan
60426.742896	nan
60426.742909	nan
60426.742921	nan
60426.742933	nan
60426.742945	nan
60426.742957	nan
60426.74297	nan
60426.742982	nan
60426.742994	nan
60426.743006	nan
60426.743018	nan
60426.743031	nan
60426.743043	nan
60426.743055	nan
60426.743067	nan
60426.743079	nan
60426.743092	nan
60426.743104	nan
60426.743116	nan
60426.743128	nan
60426.743141	nan
60426.743153	nan
60426.743165	nan
60426.743177	nan
60426.743189	nan
60426.743202	nan
60426.743214	nan
60426.743226	nan
60426.743238	nan
60426.74325	nan
60426.743263	nan
60426.743275	nan
60426.743287	nan
60426.743299	nan
60426.743311	nan
60426.743324	nan
60426.743336	nan
60426.743348	nan
60426.743361	nan
60426.743373	nan
60426.743386	nan
60426.743398	nan
60426.74341	nan
60426.743422	nan
60426.743434	nan
60426.743447	nan
60426.743459	nan
60426.743471	nan
60426.743483	nan
60426.743495	nan
60426.743508	nan
60426.74352	nan
60426.743532	nan
60426.743544	nan
60426.743556	nan
60426.743569	nan
60426.743581	nan
60426.743593	nan
60426.743605	nan
60426.743617	nan
60426.74363	nan
60426.743642	nan
60426.743654	nan
60426.743666	nan
60426.743678	nan
60426.743691	nan
60426.743703	nan
60426.743715	nan
60426.743727	nan
60426.743739	nan
60426.743752	nan
60426.743764	nan
60426.743776	nan
60426.743788	nan
60426.743801	nan
60426.743813	nan
60426.743825	nan
60426.743837	nan
60426.743849	nan
60426.743865	nan
60426.743877	nan
60426.743889	nan
60426.743901	nan
60426.743914	nan
60426.743926	nan
60426.743938	nan
60426.74395	nan
60426.743962	nan
60426.743975	nan
60426.743987	nan
60426.743999	nan
60426.744011	nan
60426.744023	nan
60426.744036	nan
60426.744048	nan
60426.74406	nan
60426.744072	nan
60426.744084	nan
60426.744097	nan
60426.744109	nan
60426.744121	nan
60426.744133	nan
60426.744145	nan
60426.744158	nan
60426.74417	nan
60426.744182	nan
60426.744194	nan
60426.744206	nan
60426.744219	nan
60426.744231	nan
60426.744243	nan
60426.744255	nan
60426.744268	nan
60426.74428	nan
60426.744292	nan
60426.744304	nan
60426.744316	nan
60426.744329	nan
60426.744341	nan
60426.744353	nan
60426.744365	nan
60426.744378	nan
60426.74439	nan
60426.744402	nan
60426.744414	nan
60426.744426	nan
60426.744439	nan
60426.744451	nan
60426.744463	nan
60426.744475	nan
60426.744487	nan
60426.7445	nan
60426.744512	nan
60426.744524	nan
60426.744536	nan
60426.744548	nan
60426.744561	nan
60426.744573	nan
60426.744585	nan
60426.744597	nan
60426.744609	nan
60426.744622	nan
60426.744634	nan
60426.744646	nan
60426.744658	nan
60426.74467	nan
60426.744683	nan
60426.744695	nan
60426.744707	nan
60426.744719	nan
60426.744732	nan
60426.744744	nan
60426.744756	nan
60426.744768	nan
60426.74478	nan
60426.744793	nan
60426.744805	nan
60426.744817	nan
60426.744829	nan
60426.744841	nan
60426.744854	nan
60426.744866	nan
60426.744878	nan
60426.74489	nan
60426.744903	nan
60426.744915	nan
60426.744927	nan
60426.744939	nan
60426.744951	nan
60426.744964	nan
60426.744976	nan
60426.744988	nan
60426.745	nan
60426.745012	nan
60426.745025	nan
60426.745037	nan
60426.745049	nan
60426.745061	nan
60426.745074	nan
60426.745086	nan
60426.745098	nan
60426.74511	nan
60426.745122	nan
60426.745135	nan
60426.745147	nan
60426.745159	-1.9798937794682517e-16
60426.745171	4.3781621828680797e-17
60426.745183	2.7637717122169856e-16
60426.745196	1.974637425490016e-16
60426.745208	5.982015939052549e-16
60426.74522	6.744121564308734e-16
60426.745232	2.884337807350618e-16
60426.745244	1.8129743072558083e-16
60426.745257	4.662927706402414e-16
60426.745269	-5.117486779166488e-16
60426.745281	-8.676975352539428e-17
60426.745293	-3.1070998952108094e-16
60426.745305	-6.560372548749653e-16
60426.745318	-6.531299067464532e-16
60426.74533	-3.803825205555595e-16
60426.745342	-3.2493644922713947e-16
60426.745354	-8.583296358219432e-16
60426.745367	-6.894022928046071e-16
60426.745379	9.222117285441098e-16
60426.745391	1.2015970787466741e-15
60426.745403	7.940003017161622e-16
60426.745415	9.034146176276026e-16
60426.745428	8.655172445904352e-16
60426.74544	-3.1717655845574024e-17
60426.745452	2.1701712998750461e-16
60426.745464	1.1553569846339606e-17
60426.745476	-2.2235333770063237e-16
60426.745489	-6.947429174046152e-18
60426.745501	7.164874849677815e-17
60426.745513	1.3093944385697577e-16
60426.745525	8.928251495629247e-17
60426.745537	-5.146055435816937e-17
60426.74555	1.172117664332363e-16
60426.745562	-3.169594288064236e-17
60426.745574	1.9290048961177936e-16
60426.745586	5.414513637051347e-16
60426.745599	-2.306362142149085e-16
60426.745611	7.897519432918587e-17
60426.745623	-1.2965637690206794e-16
60426.745635	-4.6484742600361795e-17
60426.745647	5.177230038285898e-16
60426.74566	-2.9298650482600346e-16
60426.745672	-4.243700100768503e-16
60426.745684	-3.4196848960280823e-16
60426.745696	-8.473031777648202e-16
60426.745708	-5.216878897100034e-16
60426.745721	-1.3266444065296358e-16
60426.745733	-1.0837238781743588e-17
60426.745745	3.1256537330105326e-16
60426.745757	3.1291172987900533e-16
60426.745769	2.437316797499163e-16
60426.745782	6.804732120376218e-17
60426.745794	4.464254542194228e-16
60426.745806	1.561741131567677e-16
60426.745818	2.4861886405255127e-16
60426.74583	1.0924570883805159e-16
60426.745843	1.2759905968977992e-16
60426.745855	-9.668505453805835e-17
60426.745867	2.1172490099190786e-16
60426.745879	-1.646297805668331e-17
60426.745891	2.028147385494173e-16
60426.745904	1.4131179134143524e-16
60426.745916	-3.532134008212009e-16
60426.745928	-1.3372838946331475e-16
60426.74594	-1.1867383525807734e-16
60426.745952	-2.260182523187754e-16
60426.745965	8.04747273737176e-17
60426.745977	1.1548245575929144e-17
60426.745989	-1.9097429643342336e-16
60426.746001	-3.29981790424747e-16
60426.746013	-3.968670458481199e-16
60426.746026	-2.275940442462782e-16
60426.746038	-2.077521105611301e-16
60426.74605	1.7702604606615487e-16
60426.746062	-3.006801498842154e-16
60426.746074	-1.848302875686514e-16
60426.746087	-2.4109252493328434e-16
60426.746099	-1.166031674022943e-16
60426.746111	2.935394150354239e-17
60426.746123	-2.33970100667603e-16
60426.746135	-4.432298713314767e-17
60426.746148	-2.4129324859708324e-16
60426.74616	-1.9816638640146426e-16
60426.746172	4.2187616684788033e-17
60426.746184	-5.0628944733312784e-17
60426.746196	1.432342666739703e-16
60426.746209	2.913394100338426e-16
60426.746221	-1.235964117933102e-16
60426.746233	-3.961611370896389e-17
60426.746245	2.4317819218319915e-16
60426.746258	4.989444485504929e-16
60426.74627	-6.193211844932058e-17
60426.746282	7.997618713139539e-17
60426.746294	9.430536358357527e-17
60426.746306	-1.280076220044711e-17
60426.746319	8.461220714337337e-17
60426.746331	1.1570744643607272e-16
60426.746343	6.721212298781765e-17
60426.746355	-1.842936332619797e-16
60426.746367	-3.529722404092845e-16
60426.74638	1.415399456088835e-16
60426.746393	nan
60426.746406	4.453543908791185e-16
60426.746418	4.029258217199182e-17
60426.74643	-1.3892011794748921e-16
60426.746442	-3.588504035567722e-16
60426.746454	1.9707309246115075e-16
60426.746467	-2.9841572606480066e-16
60426.746479	9.627379983989109e-17
60426.746491	-8.356614468498231e-16
60426.746503	nan
60426.746516	-7.202653584677826e-16
60426.746528	-6.377809746341575e-16
60426.74654	1.5779737275371874e-16
60426.746552	3.9826395404495935e-16
60426.746564	3.939875247838859e-16
60426.746577	5.415206141486315e-16
60426.746589	4.2830800242311936e-16
60426.746601	4.9062009109211625e-16
60426.746613	2.730773161300323e-16
60426.746625	6.1169459202629305e-18
60426.746638	-5.430915368879569e-18
60426.74665	2.430156436599982e-17
60426.746662	2.556226560913945e-16
60426.746674	-1.5955162501890799e-16
60426.746687	-1.3389271073974216e-16
60426.746699	-5.10448278799428e-16
60426.746711	3.1167748944525144e-17
60426.746723	-1.4426058087639015e-16
60426.746735	-1.2939176517758992e-16
60426.746748	-6.241753747869432e-17
60426.74676	1.243325606935132e-16
60426.746772	-1.5957719333030828e-16
60426.746784	-3.0177321609500765e-16
60426.746796	-3.0954533804893323e-17
60426.746809	1.8378882065291078e-16
60426.746821	1.9774337993164049e-16
60426.746833	-2.5727215624427405e-16
60426.746845	-1.1352228569909273e-16
60426.746857	-2.122668324247514e-16
60426.74687	-4.624271653866783e-16
60426.746882	-8.959004879435766e-16
60426.746894	-6.81628767932152e-16
60426.746906	-7.190040213845401e-16
60426.746918	-7.91319080367125e-17
60426.746931	2.473279157829265e-16
60426.746943	-6.467487461809709e-17
60426.746955	3.0657191305593896e-17
60426.746967	1.4478380660544558e-16
60426.746979	-7.186990251021166e-17
60426.746992	5.681455062970727e-16
60426.747004	7.2866247278234095e-16
60426.747016	5.620439967911682e-16
60426.747028	4.143837464973373e-16
60426.74704	8.482648524409625e-17
60426.747053	4.599224547146439e-16
60426.747065	1.9678722229994016e-17
60426.747077	2.461818017778665e-16
60426.747089	3.853826433617035e-17
60426.747101	-4.942678944866168e-16
60426.747114	-5.130276190463335e-16
60426.747126	1.3954366472731541e-16
60426.747138	-3.562686264106155e-16
60426.74715	1.5093548996377994e-16
60426.747163	-4.400587108369736e-17
60426.747175	-1.3611829832344806e-16
60426.747187	-3.122807808226633e-16
60426.747199	-2.45888179448184e-16
60426.747211	-8.13617471442876e-18
60426.747224	-2.693183535417327e-16
60426.747236	6.998069352925153e-16
60426.747248	-1.1010767216189774e-15
60426.74726	-7.335471614291315e-16
60426.747272	4.645765689499168e-16
60426.747285	5.17262579290359e-16
60426.747297	4.737245219175509e-16
60426.747309	2.8734849216174414e-16
60426.747321	1.2358337597555747e-15
60426.747333	-1.2873575302810316e-15
60426.747352	-1.198157028481411e-16
60426.747364	-1.8243102158211478e-16
60426.747376	7.903195773657543e-17
60426.747388	-3.4708405017822253e-16
60426.747401	-9.915502311598228e-16
60426.747413	-6.388570292828382e-16
60426.747425	-6.314700728590887e-16
60426.747437	-3.8104420648033433e-16
60426.747449	2.0031867717188771e-16
60426.747462	6.240776958367118e-17
60426.747474	4.980530936896671e-16
60426.747486	6.760557075890342e-16
60426.747498	4.864127222988355e-16
60426.74751	3.055074833829666e-16
60426.747523	-1.2488364149248054e-16
60426.747535	-1.7719844075058933e-16
60426.747547	2.255299455472301e-16
60426.747559	4.344124377041e-16
60426.747572	5.563105029212153e-16
60426.747584	7.204651517924916e-16
60426.747596	7.483077277705853e-16
60426.747608	3.779968926344448e-16
60426.74762	2.552156545883082e-16
60426.747633	3.8044387631050427e-17
60426.747645	-4.523785117766765e-16
60426.747657	-4.828114794552618e-16
60426.747669	-5.310531367607782e-16
60426.747682	-6.329052517189506e-16
60426.747694	-6.451706804215892e-16
60426.747706	-2.5444823294536365e-16
60426.747718	5.713352557970794e-18
60426.74773	2.1606384743966457e-16
60426.747743	6.223329526871019e-16
60426.747755	7.860820275061836e-16
60426.747767	7.106880587633526e-16
60426.747779	8.258162282650395e-16
60426.747791	5.342051550993793e-16
60426.747804	2.297030514098181e-16
60426.747816	5.106148588353583e-16
60426.747828	2.0925037994594783e-17
60426.74784	4.79756859083023e-16
60426.747852	1.0753002582379221e-16
60426.747865	-3.5117595978372427e-16
60426.747877	-3.223033059729775e-16
60426.747889	-1.9095774752120262e-16
60426.747901	-5.084756495414691e-16
60426.747913	-1.9404757647079532e-16
60426.747926	7.407887626530508e-17
60426.747938	3.9869038977181025e-16
60426.74795	3.255981180124697e-16
60426.747962	-7.891379793215923e-16
60426.747974	-7.975730376493176e-16
60426.747987	-2.412317087603959e-16
60426.747999	-2.1020999253887326e-16
60426.748011	-3.3170214180102524e-17
60426.748023	-8.960110610356164e-17
60426.748036	-2.689483597276652e-16
60426.748048	-2.8002927890497815e-16
60426.74806	-5.740213179096149e-16
60426.748072	-5.638206950737444e-16
60426.748084	-7.527762882784681e-16
60426.748097	-7.178987249858328e-16
60426.748109	-7.932544851182815e-16
60426.748121	-8.266467177730306e-16
60426.748133	-7.421717696903499e-16
60426.748146	-2.6880029271755713e-16
60426.748158	-9.664589892118865e-17
60426.74817	7.74664334022179e-17
60426.748182	4.247694774176472e-16
60426.748194	2.6224807317662377e-16
60426.748207	-1.124575882885508e-16
60426.748219	-2.3415745091785333e-16
60426.748235	-2.461464995555099e-16
60426.748247	1.3729677023345355e-16
60426.748259	1.3912800090122879e-16
60426.748272	5.248732254759065e-16
60426.748284	3.833849938959813e-16
60426.748296	6.89254318984846e-16
60426.748308	4.1444607964451376e-16
60426.74832	3.259355774969474e-17
60426.748333	-1.7504486137981053e-16
60426.748345	-3.9801781488028696e-16
60426.748357	-2.3403134881489346e-16
60426.748369	-3.1001672772903773e-16
60426.748381	6.211490464336216e-17
60426.748394	nan
60426.748406	nan
60426.748418	5.59595912690054e-16
60426.74843	4.683622590834384e-16
60426.748442	5.429303321242101e-16
60426.748455	8.29594459324861e-16
60426.748467	1.2080583405222102e-15
60426.748479	1.3575609770121579e-16
60426.748491	-8.305371042270547e-16
60426.748504	1.5077767729040321e-16
60426.748516	8.028858351858758e-16
60426.748528	8.720348488250903e-16
60426.74854	4.677492509469371e-16
60426.748552	4.035368147004653e-16
60426.748565	7.823490488252052e-17
60426.748577	-1.8500553364929958e-16
60426.748589	-2.0153000928618779e-16
60426.748601	-3.1432360609210563e-16
60426.748613	5.053656986644604e-17
60426.748626	-4.1113085213231887e-16
60426.748638	-6.360620482864248e-16
60426.74865	7.229961271138959e-16
60426.748662	5.597904241863411e-16
60426.748674	2.774430505458472e-16
60426.748687	1.795165194837139e-16
60426.748699	1.7637748329634619e-16
60426.748711	-3.464480304466791e-16
60426.748723	2.0853798553417874e-16
60426.748735	1.2302612662845147e-16
60426.748748	-2.302960187397555e-16
60426.74876	-1.4679561278366966e-16
60426.748772	4.7215354397440644e-17
60426.748784	2.317424965614913e-16
60426.748797	4.824085454067244e-16
60426.748809	4.6262759465633425e-16
60426.748821	3.8061078710475484e-16
60426.748833	2.1378951271736476e-16
60426.748845	1.3445878080619222e-16
60426.748858	2.678676309919473e-16
60426.74887	-3.752562573766995e-17
60426.748882	6.212220303891007e-17
60426.748894	1.9965167475222645e-17
60426.748906	-7.916388671157058e-17
60426.748919	2.895875448503896e-16
60426.748931	-8.949797947742809e-17
60426.748943	-1.3140827297602409e-15
60426.748955	-1.3690413355577602e-15
60426.748967	-9.139537730323783e-16
60426.74898	-1.262604206861688e-16
