"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",11.3682128692534,11.1135562932223,9.57177140207879,6.78282184253056,10.0353107765405,8.94632387621927,8.21695351071869,10.6145934246693,11.6405926065978,11.2700382867393,0.5428799305344,0.322204457595944,0.231036646757275,0.625002175662667,0.241880829120055,0.924913010164164,0.837290601874702,0.403743002284318,0.47315791528672,0.998592004342936
"2",12.6342725624944,7.82145635013244,11.138975483368,9.38272105264516,11.6454886710394,9.31738576235998,10.5406115713763,7.78908563099752,8.92691025868052,9.42169090274033,0.842791158775799,0.922672107932158,0.927161535946652,0.826219852059148,0.880438438942656,0.832445851992816,0.907030979148112,0.995435722847469,0.143640729854815,0.1628446578281
"3",9.73484637013445,10.7740712162056,8.20873955985998,11.4111515163693,8.52933491250844,9.29928131571001,9.07054070101585,9.85271480400651,9.6741092234028,8.82937928131842,0.813803377212025,0.705428584502079,0.577263469225727,0.973092028242536,0.676638390379958,0.349917862354778,0.620317322108895,0.909114375151694,0.333931507915258,0.740639404254034
"4",10.0475942588013,9.77360508747491,11.583652196267,10.2120913631879,8.48347801545311,10.5115680895276,10.6125394228543,8.93066776830263,11.4819003845376,11.0021769287386,0.542806877638213,0.603725318796933,0.169425947777927,0.324741789395921,0.976923381513916,0.176002246094868,0.583151855948381,0.235266371560283,0.806824293453246,0.468283032882027
"5",10.7417653168181,10.0213043960425,10.1391721628655,9.0936995011384,8.55496901227953,10.4741426609005,8.50705796115394,8.54103885971032,11.2911836235926,9.04670036637208,0.821575844986364,0.299876466277055,0.731788239814341,0.126359136262909,0.751386619731784,0.767237292742357,0.713183838780969,0.25120728330221,0.374375688983127,0.364089912152849
"6",8.77983408052983,11.3406942369895,12.6284704896946,9.63929999845001,10.0702479722762,10.8665372769386,10.3335723253693,9.6236917698228,10.8193844449524,6.23247863258593,0.650900367391296,0.480831087054685,0.816212714416906,0.634811239084229,0.196485800249502,0.699032969633117,0.823499972885475,0.815967788710259,0.903105896292254,0.990423417463899
"7",9.20866551783437,9.83926181246981,7.9734203978945,8.37810746327681,12.5857733662657,8.04355332589755,10.012292425843,11.7872829224477,9.26833736940723,7.66654922808759,0.464555015903898,0.156818073429167,0.90424566140864,0.362375518330373,0.691453648568131,0.509256532392465,0.319892119755968,0.87212539750617,0.20968274846673,0.465514725795947
"8",9.4212314080685,8.52021165672938,9.98223941529555,9.89634594494649,10.0320624941287,8.95070807117553,11.1641162940585,9.03705224295707,8.48890997748492,7.89141756924737,0.809146309457719,0.767616308783181,0.343948283907957,0.528292492055334,0.294998593418859,0.994252524385229,0.114455072511919,0.270499181654304,0.960738302627578,0.992979933554307
"9",11.337712243266,11.0011205007702,10.8052341167582,10.4644456651078,12.1810306634741,10.6511091916366,10.4761437460949,9.00680128640079,10.6471319078229,9.54443129265931,0.915167647320777,0.991652998863719,0.13065725886263,0.319143874803558,0.925779187236913,0.984197479346767,0.467657384369522,0.352599063026719,0.157650997396559,0.457059381436557
"10",8.24620844072269,10.356833901762,10.6671039077192,11.1611768307745,9.37432195338468,11.0216992317062,9.94415229920543,10.7320374148452,7.58244310186612,8.48358299363641,0.199923062208109,0.217908660019748,0.577862267568708,0.607499430375174,0.386242863349617,0.751122270012274,0.647244899976067,0.958455356559716,0.437061448767781,0.26086897358764
