"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26"
"1",-104.308708506393,-98.0750151242518,-99.1607995530596,-106.676465351316,-106.709500768256,-104.926814009867,-98.7476151714814,-99.7263747861671,-93.7553820500509,-95.9975458741862,-96.7635543783717,-104.328568783807,-88.154645413415,0.952621269416337,1.02159702853403,1.00534752080918,1.3085487416476,1.138437707328,1.2697135968646,0.996141303121145,1.03036322767794,0.974159354123432,0.939576407792817,1.13220909970282,1.25516866369913,1.2796032272166
"2",-102.528133085988,-98.7498914629976,-94.9730307045792,-98.5086406528332,-94.3312628115026,-100.878029091067,-83.7626397760691,-97.3027731888321,-95.901265899356,-106.864506624997,-101.013203616992,-107.873219779658,-110.406734150561,1.11762674577948,1.20326610923106,1.26512621720982,1.2677352891461,1.03908169063841,1.24177034684991,1.17609209395594,1.20477521829992,1.18579088431405,1.28824427383688,1.27893782699812,1.22242632181182,0.931323256419423
"3",-95.2379559352002,-98.4969515099049,-119.257863568091,-110.358846454216,-94.8808226313632,-94.7847753785535,-103.903365264518,-88.9311630489781,-107.014533724837,-97.8074910716631,-95.9055958802671,-115.718341619956,-112.598593686105,1.06131707238201,1.27832186589169,1.21141049180352,0.960957087803851,1.22606315543196,1.25525800380146,1.05393634778633,1.12277250209316,1.16199466306939,1.10184057924592,1.25334847655001,0.971116568148438,1.29308985661223
"4",-109.096868396702,-85.6658226993583,-98.4514797712467,-97.1085452372336,-94.7822918980232,-79.1474924857274,-103.834801556486,-86.3107593972818,-106.876242980613,-94.684158609781,-114.872515477349,-90.2735161911152,-110.213587054723,1.18769013211027,1.21275197742672,1.15344629327676,1.00376486334495,1.26402849383623,1.19751893986811,1.21916834473379,1.26789696960192,1.02684703361671,1.18987146896805,1.09085103739976,1.00150729608115,0.984157235828887
"5",-103.365043568772,-97.165061224679,-86.7840383709771,-85.0633756647262,-104.286345707474,-90.0390264089977,-93.8648404241258,-100.685768656792,-106.468977504252,-90.368601831177,-98.8746341923689,-94.1810601687171,-84.7045317368284,1.26971946220561,0.959554857960165,1.00725153553707,1.30907696935737,1.15992765809392,1.10430336449441,1.31091206752889,1.20302616165029,1.04233182210366,1.21772395057676,1.0244786366414,1.27897819333776,1.10669958820227
"6",-89.6631766389083,-92.8424969795984,-95.4820108077291,-82.8331470034187,-107.015378926376,-96.566556824785,-94.160173284629,-91.8230120783209,-85.2759493653029,-96.1532708104856,-112.295040501361,-97.786425768172,-104.800373716704,1.14440786756044,0.965960643099343,1.07924730224926,1.04361923197371,1.0970856871371,1.27068515900457,1.02181926864711,1.20129501560567,1.16019389564894,1.15843897030589,1.08019884086614,1.09601743897083,1.15638317774952
"7",-89.6187308825566,-100.262892258867,-111.267914262699,-109.524621056164,-93.95884891605,-111.21157309023,-82.8967733985743,-112.468785582756,-81.7817202945423,-100.100396179027,-113.774064906562,-101.940289366512,-107.532107610538,1.04095816567168,1.17017264765363,1.15976757301811,0.953772971142261,1.26615037044274,1.23233099130228,1.08671390835769,1.16819038899577,1.17996224420016,1.25601286498989,1.17168490707249,1.10796059475071,1.05745649849506
"8",-103.239805674549,-92.9157522020697,-113.684550374503,-98.5381258048655,-115.484599865292,-113.328919845911,-107.642544829827,-98.0382276523812,-123.19211840598,-109.153117439766,-99.7005661116301,-98.9567885926048,-110.386892407974,1.02799459530978,0.941558913984654,1.06496739089546,1.11882989343662,1.28128348573113,1.13035131013199,1.02095324558775,1.18864232054912,1.19959058320617,1.27624505704878,1.28553141449432,0.996527368863658,1.2099643683517
"9",-133.27226169451,-93.7648023543268,-104.055657516287,-87.2561799732649,-103.453813497361,-108.59732570359,-113.4869467203,-98.2451778237813,-99.2542498252765,-101.374262425703,-97.7584684972861,-104.795584877877,-117.761800667842,1.25743236150596,1.14874846454377,1.2061766888703,1.20741682219814,1.21909144375715,1.22376583160291,1.05159543922298,0.969571939404357,0.972004978082333,1.09422300260319,1.17659994831514,1.14862548374114,1.17353780531043
"10",-95.6532794266937,-112.035789377939,-78.4727038094625,-102.805004863393,-106.228047587255,-77.265671262161,-89.6086613872856,-95.0635568546982,-95.2489131432048,-101.2887373123,-109.015190724915,-102.479697098867,-98.0475123616316,1.21994191086483,1.06804910140626,1.0575276918747,1.11042944240698,0.961161857291786,1.07323364063949,1.15446057514121,0.933610572156443,1.0738149435469,1.29151876728392,1.16172879754017,1.28242671920391,1.13062256387415
