"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66"
"1",-98.0516213768699,-103.274257204067,-98.8424969841438,-103.576260846657,-94.4808764579673,-98.4229016815783,-101.408552268598,-102.162351991316,-99.3121829766473,-103.892820958139,-105.637197669642,-103.388356562855,-100.317246817987,-103.889139071892,-106.713753733794,-97.3400182370158,-106.589724054637,-101.75623287571,-98.3539557297872,-105.159323618317,-104.000297899079,-96.8153966018771,-99.9297314376569,-101.348311845204,-102.008405609563,-106.983755344702,-104.701011173252,-104.758492944483,-100.697649738289,-102.705344455766,-102.75353838899,-106.752574801799,-100.721240687015,1.05113405130304,1.1986793247632,1.10913876485293,1.31528156546247,1.05482281323758,1.1252307887832,0.946995174699463,1.1168803982375,1.23313151417275,1.2827843720875,1.21843286666944,1.12912696751445,0.936874693911958,1.01322637907238,1.06400934490766,1.29282328155207,1.19755619391203,0.983199543292781,1.22335861248788,1.23257466557404,1.26776574397908,1.00600660528717,1.3194554230371,0.932994988512144,1.18651113405585,0.967724999740396,1.25440771926368,1.16265730199749,1.28038576509502,1.31807129488522,0.964730858539859,1.13741157554481,1.09969313415602
"2",-98.9790962957985,-102.435664561187,-94.2267411046064,-103.968240736496,-103.563065741099,-102.131759196016,-102.228478101685,-103.399681883615,-102.350838505862,-99.0028859051023,-99.8035148292761,-100.036953130164,-105.037062277945,-109.694689002341,-105.816065464669,-103.374717424551,-103.327056899337,-103.714295506505,-104.744292080829,-101.518899494445,-102.23103278688,-102.339195559973,-101.255561809661,-101.088493070854,-102.345718106771,-107.12842628058,-98.7287219656334,-110.076587762774,-99.2882569534437,-94.3589128527688,-103.539019322999,-99.9231831918593,-100.420031186218,0.96917728435988,0.950316877821922,1.03751600411051,0.969429956654595,1.27556058538882,0.958548264055091,1.06511316983056,1.31650706375198,1.11165564397565,1.01605970591419,1.28575985446358,1.28528682528916,0.969296094776843,1.15142968094465,1.27353953167028,1.21685773461849,1.16223117897038,1.18822933077573,1.17900461961811,1.03970056180929,1.10480591236675,1.09548561042098,1.27825768210875,1.31010783237369,1.07837889436498,1.21095848616407,1.31667301987694,1.25738085314762,1.11069495774629,1.19307025987617,1.29059693455574,1.09435441315166,1.2920303565792
"3",-99.0678622924869,-108.050828383307,-102.290970933298,-102.7450039414,-99.5036204199748,-98.8002934096424,-103.249932457032,-93.8681972224881,-94.741059230926,-95.8237407027608,-99.7936130140899,-95.7936292263284,-93.2489706876484,-105.996267413986,-105.189282773675,-102.87420573488,-96.8157221150154,-97.4704897653093,-100.277612695523,-100.05821605141,-102.077515125926,-105.137532976222,-102.31275165197,-96.2972430009957,-97.4042329762418,-99.7340901623405,-96.5854491880027,-102.32017206017,-94.3186367985553,-99.7970172753354,-103.345284193695,-104.466364358128,-100.247155396045,1.02755728867609,1.10154847738086,1.1561915011053,1.04372785988323,0.985496762019558,0.943728866726086,1.31334372827984,1.19895124101209,1.07177216083969,1.01873668388474,1.26708487778007,0.985493812994776,0.978456312824665,1.1627271760718,1.10485918535599,1.01106513731598,1.30400663588372,1.13898971533285,1.22067154995434,1.16255135655164,1.14239005407246,1.08066776244444,1.0317851406402,1.19694008330668,1.06658272257211,1.08661086609029,1.31881331547539,1.00856317274928,1.05405522189889,1.28941556544842,1.11444128202065,1.08547479325341,1.03989651856233
"4",-94.5590345605084,-101.736616438582,-101.576391466626,-93.643795951318,-107.347961173582,-104.979764305146,-97.2369764470313,-97.9129541481632,-97.948933331781,-100.814042948773,-102.582344698275,-102.465943550854,-100.329036325903,-103.557571764001,-91.1508554701846,-103.021127092935,-98.8211774801023,-94.3271295643226,-102.154235573307,-99.4259431036805,-104.074635290775,-100.410343343181,-97.5737698435682,-100.040791437525,-96.0123483779087,-94.2937282499123,-93.1088272178167,-106.766312079027,-103.403590077148,-98.6282019598569,-93.9577590621785,-100.036736965194,-101.269576263621,0.96617926742246,1.15883004924557,1.03616406615697,1.26463158915609,1.28161994709732,0.966167707894049,0.95577058279571,0.969666899669471,0.976278788914226,1.10328918564831,1.31742843140261,0.986005862927944,1.04334116080893,1.24787698700334,1.20294522800821,1.30033264598289,1.05149510950024,1.3096856695277,1.25766551531212,1.02015819673354,1.26592985772173,1.15512641416167,1.02424413498921,1.09685179208811,1.2053259113485,0.98361791366826,0.972888659138835,0.943478083101077,1.1222873767345,1.01269450494802,1.25146651699026,1.09925334828658,1.293009513808
"5",-98.5300651802575,-98.7467983054952,-98.8399384475942,-104.388210197981,-105.056054109216,-98.1688692609249,-108.548978399497,-102.134726844112,-97.636008961478,-100.409269977787,-103.052944338851,-96.3415899509948,-98.9630398522648,-101.540119274772,-101.921521104791,-103.855344406689,-100.444741436137,-96.5854553581997,-100.482276663145,-98.8474857009178,-103.543740357231,-106.603533931369,-104.405371591349,-100.229220306791,-100.814137461785,-101.75096199792,-101.017695082005,-103.82802316826,-100.936591994683,-99.0516772301634,-100.17264574712,-100.845596577523,-105.100435080523,1.3021741755074,1.14606369514247,1.1618790294592,1.04859809321859,1.00962021855365,1.27731876092902,1.17029822774417,1.23265119425306,1.05517696395038,1.00811862701539,1.1983531977591,1.01443575956606,1.11732389630106,1.31079224305622,1.18883292279443,1.05371760712587,1.21812746429308,1.18359002452805,1.22151556197041,1.31087289274095,1.01609822435656,1.09576427178939,1.11171214904096,0.956634276933701,1.02969559376436,1.28518997970674,1.22315436452467,1.24369061863414,1.27598996830787,1.0429229622213,1.03516634134336,1.20833585703137,1.25910961871639
"6",-110.258672150125,-95.2763743340332,-104.313704160363,-105.858418799782,-100.768816587017,-100.762086150009,-104.920175755729,-97.4438568264776,-107.130888932667,-99.185388973705,-102.767420109405,-96.7062991325923,-104.814851802803,-100.273065512132,-102.258932106527,-100.56396834779,-99.745762574561,-100.066711435938,-100.15977685293,-100.927558511824,-94.2531514550562,-99.4229966021075,-103.249529972302,-100.828243283774,-105.044663699333,-105.378626596662,-95.7823750052725,-100.456244424973,-104.469459254975,-99.232226659473,-99.8140854477949,-102.514998333389,-100.831775219517,1.27940940712026,0.982441672736369,1.25526807948512,1.03612503434436,1.18214078977716,1.24873399201596,1.23223490988586,1.0890568756571,1.17413894391592,1.28484592270808,1.11957321367074,1.03415484006824,0.972655074503968,0.975845044069682,1.04648112452576,1.30966749045887,1.12449234955294,0.9680899642085,0.996580944021934,1.31035970906233,1.12632875425443,1.29787005055272,0.991472456702066,1.19164532594843,0.96175850313758,1.06620700559795,0.957625785310353,0.981557429473318,1.2234393975371,1.29101007138171,1.08828582926242,1.02450012770027,1.02089685975915
"7",-102.509426122062,-97.658802648273,-97.0506248399456,-103.586234697592,-95.6337396219867,-96.5745016599691,-96.1741673137167,-104.247644619184,-102.333517865125,-101.870265477405,-101.431553613934,-103.390290546226,-98.1554604270408,-97.9452228522594,-99.0097133812903,-99.401849704797,-101.873821170274,-101.025684434299,-102.854266091441,-97.3230161504275,-101.134415148998,-105.948437164245,-103.100082640437,-104.425671263809,-99.7682978851047,-98.5368953610311,-106.746465104604,-98.6857654863256,-98.1099563530541,-101.048513480824,-98.8437755366451,-107.885439272435,-103.021511893747,1.19010372514644,1.00811767955465,1.31394184945347,1.00571061237292,1.14278174786042,0.993915151832488,1.09216039941959,1.2901364364715,0.977963935046825,1.26133841876351,1.19421697676443,1.24898434290954,1.00910718147457,1.09796203404834,1.25164558679817,1.24616883407402,0.972951567197647,1.17293785481363,0.997714656497357,0.967361527271527,1.19980649933367,1.30937196751486,0.930651899167256,1.29182131160333,0.953669131184855,1.25775025818671,1.27965813427435,1.26500027814065,1.15163276879623,1.02352576974926,1.24339692872811,1.30754198519642,1.30510579317847
"8",-103.570267815242,-96.2224886389545,-95.701243294998,-99.9345215013784,-101.060270404402,-104.90601690858,-102.81177020438,-97.7497678625655,-97.1191489086388,-101.487441119829,-98.1168574480299,-100.189274633967,-102.612323524894,-97.4256456464797,-104.929656694491,-99.1879546263945,-104.264471855728,-103.75154925908,-102.281954826255,-103.986914938048,-106.527370777828,-108.308287471805,-99.5698098129041,-99.5248205575569,-97.8301989745495,-104.27712651853,-100.574082790327,-103.759550453425,-98.1817090606319,-100.302537025317,-106.669457323953,-101.543030271577,-101.405468113623,1.11855940802831,1.19765781439939,1.2246845674383,1.23460529356592,1.31508326393211,0.985046015885869,0.943071081801442,1.07906353699735,0.931451147310259,1.11412475130701,1.25144463388179,1.23678109407092,1.31528274532608,1.00251989938984,1.05385672194269,1.30738943396019,0.974087772409023,1.18134441889946,1.27447203409117,1.15511690621149,0.99415416735544,1.07445406973769,1.13357790847371,1.1717131671707,0.951651823184435,1.04511252106672,1.27670496683211,1.05509573176348,1.2560149112224,1.14891431321072,1.11830009028003,1.11222129217147,1.11959244303745
"9",-100.848461718382,-101.169651349415,-98.0471125011946,-96.6786467614877,-98.9505742836317,-96.1341377122154,-100.081687852717,-103.064412436402,-99.2752864408135,-101.51943255717,-102.560710806177,-102.626474254812,-103.541287650382,-97.772746014489,-102.687507432767,-100.163741533992,-99.3122506936,-104.010371373824,-98.6220241117627,-95.4871744555649,-94.7936205359806,-97.5009873662015,-101.346138020008,-103.787125675145,-101.997118429767,-106.213289914868,-100.798384832411,-104.884272980098,-95.6540365480576,-105.635158386482,-102.076077719426,-100.325464207685,-100.925288590315,1.09148986640481,1.02424167550544,1.09820512228433,0.93361004927264,1.09133463605731,1.105217203923,0.93390114052499,1.04677401402362,1.16753618271288,1.2014407482414,0.956136380561741,1.03335728851148,1.19228112837047,1.30142990310105,1.23813755549939,1.15669813482846,1.21508494560403,1.26120550887677,1.08780028132015,1.11410343855958,1.22758775068636,1.04473490174144,1.0054472555262,1.09524093831188,1.13457109422826,1.21040239801654,1.05073863997523,1.22237921198356,1.13721151019899,1.02426542218592,1.16802869359006,1.22720634314902,1.31586475794564
"10",-102.58520302586,-96.3400647224694,-100.80032528947,-101.128877673769,-102.983211905313,-105.592875554172,-93.9474348263869,-104.644172453186,-100.509592815092,-96.5007236781348,-99.9266774519184,-106.446249244138,-101.762657938375,-100.748546575403,-97.9326756740333,-105.236268975839,-101.422343837367,-95.9896436907406,-98.2037053079133,-100.811365490799,-103.332736009384,-100.284006286124,-102.040828143921,-104.359107831836,-98.0673200999654,-100.689053759484,-103.701447514888,-91.7335857910841,-96.6190764861399,-101.147803655455,-102.879962462521,-99.8375450665054,-98.5575427758164,1.01344047303455,1.00669346521505,1.24163048345122,1.14504222147385,1.11332005270515,1.05526877785214,1.0622620070426,1.25431841948076,1.27590509115606,1.07447689178999,1.24354632734922,0.967865688826159,1.31795579346832,1.21942256855549,1.27684732804066,1.20709541301758,1.04726831236427,1.04812612784225,1.01174575163195,1.0569658714855,0.973413223672006,0.998824517190034,1.06797792506044,1.30135522485626,0.942747338172575,1.00840018268291,1.04810890846589,1.01363135597541,1.2379489291768,1.30970701135946,1.2817361067625,0.952651788126129,1.22172634185861
