"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26"
"1",-95.5501547413419,-96.6103638243526,-101.848019468767,-97.7119261430913,-98.5210640877904,-105.78153879466,-101.563505143214,-102.076592847717,-99.5573236559574,-99.4479614076336,-98.6144171893071,-101.63114269238,-100.325245266474,0.95202622638019,1.27458376605133,1.10236246475842,1.08500714160049,1.24654354641542,0.951395292820891,1.2693295354949,1.05428974946422,1.27192583967967,1.2414885315073,1.08253496772914,0.977209210581955,1.18141689670134
"2",-101.788669281211,-103.076521880349,-104.596964956859,-106.244775524922,-101.619020805343,-100.249008744471,-103.598206082303,-99.5488052448755,-102.206985099094,-95.6575861158993,-99.2069629302086,-101.367806283662,-101.179520975668,1.31270054514135,1.16039604519093,1.02311815477921,1.21133986950977,1.29554168821066,1.08568705644273,1.25913353627866,0.985744717940425,1.01493460376119,1.11869627628407,1.12409623440233,1.03246829118273,1.02330287383424
"3",-104.327661095166,-99.2289644109943,-103.642447986814,-105.162792282687,-100.439915814561,-100.766646314275,-98.5252543785176,-102.299603906468,-98.7231629928479,-101.209791423812,-100.842211296996,-104.050283866701,-103.439478805542,1.23788401728881,1.2514053191991,1.0457136258764,1.01998121746417,1.20793944877227,1.18769322845945,1.18052535770972,1.06329982293663,1.09545092168795,1.06057987498946,1.03406960710899,1.31484715919846,0.991875858067676
"4",-106.292427740547,-99.2031396169057,-101.144521665159,-106.285799313444,-101.837060869474,-100.549186463134,-103.937398330132,-106.97578965905,-102.284015910767,-97.195186094823,-105.60013941093,-104.648985683636,-100.569838027422,1.0903698885312,1.28052541511798,1.27172781286491,0.955781539073322,0.997487764340261,0.980291876979797,1.30740085178174,1.25530348825933,1.08976902427887,1.12843270204425,1.26735429078278,1.09733240819688,1.01349052980367
"5",-106.547558243072,-101.766122559322,-98.8580792035258,-97.7993143592779,-101.554502770161,-102.510667961865,-101.33018628036,-99.2870712540379,-103.685101701349,-106.292058213415,-107.979099581384,-99.1910043077878,-105.569801410669,1.22863130081538,1.00354561502239,0.951734213761458,1.16262570091551,0.962284391687561,1.28888787729385,1.13351718264612,1.22830491640132,1.06253905817171,1.05580483006363,1.14547327388812,1.25972646748398,1.00363707474762
"6",-101.737791885455,-101.788124471009,-99.620092461104,-104.315239584157,-99.0644911308741,-105.830776162521,-103.001156810482,-98.9570618885206,-105.331339617405,-102.715234906864,-100.166755850601,-101.800489473599,-99.0123753509924,0.984462204748981,1.09405152353504,1.00170045376136,1.07443826670506,1.12081637793066,1.01835486536128,1.02387741114532,1.1570944382571,1.00219000138871,1.07165508515385,0.9312330501294,1.1040413968098,1.15043572169174
"7",-95.4026933814474,-100.25466960175,-103.046359219524,-102.974521972057,-102.133589642465,-101.143435222825,-98.1341450269835,-99.4592572355318,-96.839081746607,-104.552915730718,-102.16646200422,-105.108112479606,-106.63230119614,1.18399789681746,1.01614069328528,1.19488325567414,0.991019178600283,1.09478095849057,1.18522135820681,1.01478697484489,1.14556356018272,1.02935380688417,0.998362673253088,1.30218819334171,1.31326543678203,1.27993731490234
"8",-102.533030252831,-102.771580199132,-106.623769912078,-106.807046834339,-105.650418870655,-104.06650051632,-99.4524251741805,-103.366269840382,-102.52774123198,-101.497707498554,-100.716359041503,-102.446356059069,-98.3764462113962,1.10431228196916,1.2591497817375,1.19778004281472,1.08128342980813,1.3052664868508,1.26706387417829,0.985032040092469,1.31529913258238,1.2960409583418,0.933147119701709,1.08594279201564,1.06679879662484,1.27135240385853
"9",-97.6008076819138,-95.2984731182085,-103.521991254234,-104.576408907458,-103.108513092301,-104.909758699484,-100.513450635973,-96.575634467487,-104.249527923515,-102.993376966704,-101.357215757274,-100.666274077813,-102.709250984292,1.10172054130691,1.07330507910675,1.27255144410076,0.969165855846888,1.04299405575378,1.13074054017773,0.953281663414276,1.14201279118885,1.2588582170719,1.26621959333598,1.06387124478079,1.08607539674338,1.15631282237929
"10",-104.809846137305,-106.75550046229,-105.296550326417,-103.420585942938,-102.528516458519,-94.5327431666812,-102.575224716232,-99.2690358422254,-94.1558400062456,-102.851387822866,-102.59546729373,-93.5498025111823,-101.003136083696,1.12409382438912,1.12391731545242,1.03482986484606,1.31769124307659,1.08352544655655,1.01581023507092,1.262969067556,1.18329434121247,1.00931652798524,1.0923954409894,1.00138108610183,1.2434337313759,1.1940790231465
